sample,mesh_lod_id,visible_instances,index_count_per_instance
146,69,463,2901
146,71,2,488835
146,73,40,114630
146,74,154,57111
146,75,392,28410
146,78,3,495099
146,79,5,245184
146,80,41,115683
146,81,143,58089
146,82,395,28791
146,84,2,1002915
146,85,4,494751
146,86,6,243141
146,87,52,115734
146,88,172,58218
146,89,405,29091
146,94,6,153372
146,95,21,76350
146,96,273,37611
146,97,9903,12363
146,101,4,154152
146,102,28,76026
146,103,211,37851
146,104,10018,12321
146,108,10,184167
146,109,31,91719
146,110,506,45783
146,118,70751,6
146,124,7175,18
146,125,206315,6
146,132,74124,6
146,139,8546,48
146,146,21143,36
146,153,25061,48
146,160,4668,21
146,167,22083,72
146,174,2520,42
146,181,9231,66
146,188,8548,138
146,195,7161,177
146,202,4993,36
146,209,11385,192
146,215,23,591
146,216,893,195
146,222,48,555
146,223,867,174
146,229,19,333
146,230,807,111
146,236,33,963
146,237,941,318
146,429,1,62424
146,436,1,62424
146,466,1,14976
146,471,1,62424
146,570,1,29376
146,599,1,14688
146,605,1,29376
146,612,1,29376
146,648,1,14688
146,655,1,14688
146,662,1,14688
146,668,1,29376
146,732,1,14688
146,739,1,14688
146,746,1,14688
146,753,1,14688
146,773,1,88134
146,780,1,88134
146,931,1,14058
146,938,1,910740
146,959,5098,6
146,960,4982,6
146,961,4994,6
146,962,5181,6
146,963,5542,6
146,964,5200,6
146,965,5192,6
146,966,5181,6
146,967,5207,6
146,968,5087,6
146,969,5152,6
146,970,5352,6
146,971,5739,6
146,972,5484,6
146,973,5260,6
146,974,5136,6
146,975,5052,6
146,976,4995,6
146,977,5279,6
146,978,5455,6
146,979,5776,6
146,980,5374,6
146,981,5454,6
146,982,5188,6
146,983,1412,6
146,984,1475,6
146,985,1447,6
146,986,1546,6
146,987,1696,6
146,988,1638,6
146,989,1514,6
146,990,1431,6
147,2,8,5001
147,3,75,2409
147,4,106,1164
147,5,75,594
147,6,13867,174
147,10,67,2301
147,11,111,1101
147,12,54,540
147,13,13894,195
147,17,88,2361
147,18,110,1209
147,19,130,591
147,20,13689,198
147,23,1,4986
147,24,72,2319
147,25,125,1182
147,26,61,597
147,27,14045,189
147,30,12,5058
147,31,95,2319
147,32,83,1176
147,33,73,594
147,34,14112,183
147,40,20,9054
147,41,412,2952
147,46,1,16911
147,47,31,8430
147,48,430,2628
147,52,1,36099
147,54,23,9108
147,55,497,3015
147,61,37,10008
147,62,447,3297
147,68,21,8949
147,69,463,2901
147,71,2,488835
147,73,40,114630
147,74,154,57111
147,75,392,28410
147,78,3,495099
147,79,5,245184
147,80,41,115683
147,81,143,58089
147,82,395,28791
147,84,2,1002915
147,85,4,494751
147,86,6,243141
147,87,52,115734
147,88,172,58218
147,89,405,29091
147,94,6,153372
147,95,21,76350
147,96,273,37611
147,97,9903,12363
147,101,4,154152
147,102,28,76026
147,103,211,37851
147,104,10018,12321
147,108,10,184167
147,109,31,91719
147,110,506,45783
147,118,70751,6
147,124,7175,18
147,125,206315,6
147,132,74124,6
147,139,8546,48
147,146,21143,36
147,153,25061,48
147,160,4668,21
147,167,22083,72
147,174,2520,42
147,181,9231,66
147,188,8548,138
147,195,7161,177
147,202,4993,36
147,209,11385,192
147,215,23,591
147,216,893,195
147,222,48,555
147,223,867,174
147,229,19,333
147,230,807,111
147,236,33,963
147,237,941,318
147,429,1,62424
147,436,1,62424
147,466,1,14976
147,471,1,62424
147,570,1,29376
147,599,1,14688
147,605,1,29376
147,612,1,29376
147,648,1,14688
147,655,1,14688
147,662,1,14688
147,668,1,29376
147,732,1,14688
147,739,1,14688
147,746,1,14688
147,753,1,14688
147,773,1,88134
147,780,1,88134
147,931,1,14058
147,938,1,910740
147,959,5098,6
147,960,4982,6
147,961,4994,6
147,962,5181,6
147,963,5542,6
147,964,5200,6
147,965,5192,6
147,966,5181,6
147,967,5207,6
147,968,5087,6
147,969,5152,6
147,970,5352,6
147,971,5739,6
147,972,5484,6
147,973,5260,6
147,974,5136,6
147,975,5052,6
147,976,4995,6
147,977,5279,6
147,978,5455,6
147,979,5776,6
147,980,5374,6
147,981,5454,6
147,982,5188,6
147,983,1412,6
147,984,1475,6
147,985,1447,6
147,986,1546,6
147,987,1696,6
147,988,1638,6
147,989,1514,6
147,990,1431,6
148,2,8,5001
148,3,75,2409
148,4,106,1164
148,5,75,594
148,6,13867,174
148,10,67,2301
148,11,111,1101
148,12,54,540
148,13,13894,195
148,17,88,2361
148,18,110,1209
148,19,130,591
148,20,13689,198
148,23,1,4986
148,24,72,2319
148,25,125,1182
148,26,61,597
148,27,14045,189
148,30,12,5058
148,31,95,2319
148,32,83,1176
148,33,73,594
148,34,14112,183
148,40,20,9054
148,41,412,2952
148,46,1,16911
148,47,31,8430
148,48,430,2628
148,52,1,36099
148,54,23,9108
148,55,497,3015
148,61,37,10008
148,62,447,3297
148,68,21,8949
148,69,463,2901
148,71,2,488835
148,73,40,114630
148,74,154,57111
148,75,392,28410
148,78,3,495099
148,79,5,245184
148,80,41,115683
148,81,143,58089
148,82,395,28791
148,84,2,1002915
148,85,4,494751
148,86,6,243141
148,87,52,115734
148,88,172,58218
148,89,405,29091
148,94,6,153372
148,95,21,76350
148,96,273,37611
148,97,9903,12363
148,101,4,154152
148,102,28,76026
148,103,211,37851
148,104,10018,12321
148,108,10,184167
148,109,31,91719
148,110,506,45783
148,118,70751,6
148,124,7175,18
148,125,206315,6
148,132,74124,6
148,139,8546,48
148,146,21143,36
148,153,25061,48
148,160,4668,21
148,167,22083,72
148,174,2520,42
148,181,9231,66
148,188,8548,138
148,195,7161,177
148,202,4993,36
148,209,11385,192
148,215,23,591
148,216,893,195
148,222,48,555
148,223,867,174
148,229,19,333
148,230,807,111
148,236,33,963
148,237,941,318
148,429,1,62424
148,436,1,62424
148,466,1,14976
148,471,1,62424
148,570,1,29376
148,599,1,14688
148,605,1,29376
148,612,1,29376
148,648,1,14688
148,655,1,14688
148,662,1,14688
148,668,1,29376
148,732,1,14688
148,739,1,14688
148,746,1,14688
148,753,1,14688
148,773,1,88134
148,780,1,88134
148,931,1,14058
148,938,1,910740
148,959,5098,6
148,960,4982,6
148,961,4994,6
148,962,5181,6
148,963,5542,6
148,964,5200,6
148,965,5192,6
148,966,5181,6
148,967,5207,6
148,968,5087,6
148,969,5152,6
148,970,5352,6
148,971,5739,6
148,972,5484,6
148,973,5260,6
148,974,5136,6
148,975,5052,6
148,976,4995,6
148,977,5279,6
148,978,5455,6
148,979,5776,6
148,980,5374,6
148,981,5454,6
148,982,5188,6
148,983,1412,6
148,984,1475,6
148,985,1447,6
148,986,1546,6
148,987,1696,6
148,988,1638,6
148,989,1514,6
148,990,1431,6
149,2,8,5001
149,3,75,2409
149,4,106,1164
149,5,75,594
149,6,13867,174
149,10,67,2301
149,11,111,1101
149,12,54,540
149,13,13894,195
149,17,88,2361
149,18,110,1209
149,19,130,591
149,20,13689,198
149,23,1,4986
149,24,72,2319
149,25,125,1182
149,26,61,597
149,27,14045,189
149,30,12,5058
149,31,95,2319
149,32,83,1176
149,33,73,594
149,34,14112,183
149,40,20,9054
149,41,412,2952
149,46,1,16911
149,47,31,8430
149,48,430,2628
149,52,1,36099
149,54,23,9108
149,55,497,3015
149,61,37,10008
149,62,447,3297
149,68,21,8949
149,69,463,2901
149,71,2,488835
149,73,40,114630
149,74,154,57111
149,75,392,28410
149,78,3,495099
149,79,5,245184
149,80,41,115683
149,81,143,58089
149,82,395,28791
149,84,2,1002915
149,85,4,494751
149,86,6,243141
149,87,52,115734
149,88,172,58218
149,89,405,29091
149,94,6,153372
149,95,21,76350
149,96,273,37611
149,97,9903,12363
149,101,4,154152
149,102,28,76026
149,103,211,37851
149,104,10018,12321
149,108,10,184167
149,109,31,91719
149,110,506,45783
149,118,70751,6
149,124,7175,18
149,125,206315,6
149,132,74124,6
149,139,8546,48
149,146,21143,36
149,153,25061,48
149,160,4668,21
149,167,22083,72
149,174,2520,42
149,181,9231,66
149,188,8548,138
149,195,7161,177
149,202,4993,36
149,209,11385,192
149,215,23,591
149,216,893,195
149,222,48,555
149,223,867,174
149,229,19,333
149,230,807,111
149,236,33,963
149,237,941,318
149,429,1,62424
149,436,1,62424
149,466,1,14976
149,471,1,62424
149,570,1,29376
149,599,1,14688
149,605,1,29376
149,612,1,29376
149,648,1,14688
149,655,1,14688
149,662,1,14688
149,668,1,29376
149,732,1,14688
149,739,1,14688
149,746,1,14688
149,753,1,14688
149,773,1,88134
149,780,1,88134
149,931,1,14058
149,938,1,910740
149,959,5098,6
149,960,4982,6
149,961,4994,6
149,962,5181,6
149,963,5542,6
149,964,5200,6
149,965,5192,6
149,966,5181,6
149,967,5207,6
149,968,5087,6
149,969,5152,6
149,970,5352,6
149,971,5739,6
149,972,5484,6
149,973,5260,6
149,974,5136,6
149,975,5052,6
149,976,4995,6
149,977,5279,6
149,978,5455,6
149,979,5776,6
149,980,5374,6
149,981,5454,6
149,982,5188,6
149,983,1412,6
149,984,1475,6
149,985,1447,6
149,986,1546,6
149,987,1696,6
149,988,1638,6
149,989,1514,6
149,990,1431,6
150,2,8,5001
150,3,75,2409
150,4,106,1164
150,5,75,594
150,6,13867,174
150,10,67,2301
150,11,111,1101
150,12,54,540
150,13,13894,195
150,17,88,2361
150,18,110,1209
150,19,130,591
150,20,13689,198
150,23,1,4986
150,24,72,2319
150,25,125,1182
150,26,61,597
150,27,14045,189
150,30,12,5058
150,31,95,2319
150,32,83,1176
150,33,73,594
150,34,14112,183
150,40,20,9054
150,41,412,2952
150,46,1,16911
150,47,31,8430
150,48,430,2628
150,52,1,36099
150,54,23,9108
150,55,497,3015
150,61,37,10008
150,62,447,3297
150,68,21,8949
150,69,463,2901
150,71,2,488835
150,73,40,114630
150,74,154,57111
150,75,392,28410
150,78,3,495099
150,79,5,245184
150,80,41,115683
150,81,143,58089
150,82,395,28791
150,84,2,1002915
150,85,4,494751
150,86,6,243141
150,87,52,115734
150,88,172,58218
150,89,405,29091
150,94,6,153372
150,95,21,76350
150,96,273,37611
150,97,9903,12363
150,101,4,154152
150,102,28,76026
150,103,211,37851
150,104,10018,12321
150,108,10,184167
150,109,31,91719
150,110,506,45783
150,118,70751,6
150,124,7175,18
150,125,206315,6
150,132,74124,6
150,139,8546,48
150,146,21143,36
150,153,25061,48
150,160,4668,21
150,167,22083,72
150,174,2520,42
150,181,9231,66
150,188,8548,138
150,195,7161,177
150,202,4993,36
150,209,11385,192
150,215,23,591
150,216,893,195
150,222,48,555
150,223,867,174
150,229,19,333
150,230,807,111
150,236,33,963
150,237,941,318
150,429,1,62424
150,436,1,62424
150,466,1,14976
150,471,1,62424
150,570,1,29376
150,599,1,14688
150,605,1,29376
150,612,1,29376
150,648,1,14688
150,655,1,14688
150,662,1,14688
150,668,1,29376
150,732,1,14688
150,739,1,14688
150,746,1,14688
150,753,1,14688
150,773,1,88134
150,780,1,88134
150,931,1,14058
150,938,1,910740
150,959,5098,6
150,960,4982,6
150,961,4994,6
150,962,5181,6
150,963,5542,6
150,964,5200,6
150,965,5192,6
150,966,5181,6
150,967,5207,6
150,968,5087,6
150,969,5152,6
150,970,5352,6
150,971,5739,6
150,972,5484,6
150,973,5260,6
150,974,5136,6
150,975,5052,6
150,976,4995,6
150,977,5279,6
150,978,5455,6
150,979,5776,6
150,980,5374,6
150,981,5454,6
150,982,5188,6
150,983,1412,6
150,984,1475,6
150,985,1447,6
150,986,1546,6
150,987,1696,6
150,988,1638,6
150,989,1514,6
150,990,1431,6
151,2,8,5001
151,3,75,2409
151,4,106,1164
151,5,75,594
151,6,13867,174
151,10,67,2301
151,11,111,1101
151,12,54,540
151,13,13894,195
151,17,88,2361
151,18,110,1209
151,19,130,591
151,20,13689,198
151,23,1,4986
151,24,72,2319
151,25,125,1182
151,26,61,597
151,27,14045,189
151,30,12,5058
151,31,95,2319
151,32,83,1176
151,33,73,594
151,34,14112,183
151,40,20,9054
151,41,412,2952
151,46,1,16911
151,47,31,8430
151,48,430,2628
151,52,1,36099
151,54,23,9108
151,55,497,3015
151,61,37,10008
151,62,447,3297
151,68,21,8949
151,69,463,2901
151,71,2,488835
151,73,40,114630
151,74,154,57111
151,75,392,28410
151,78,3,495099
151,79,5,245184
151,80,41,115683
151,81,143,58089
151,82,395,28791
151,84,2,1002915
151,85,4,494751
151,86,6,243141
151,87,52,115734
151,88,172,58218
151,89,405,29091
151,94,6,153372
151,95,21,76350
151,96,273,37611
151,97,9903,12363
151,101,4,154152
151,102,28,76026
151,103,211,37851
151,104,10018,12321
151,108,10,184167
151,109,31,91719
151,110,506,45783
151,118,70751,6
151,124,7175,18
151,125,206315,6
151,132,74124,6
151,139,8546,48
151,146,21143,36
151,153,25061,48
151,160,4668,21
151,167,22083,72
151,174,2520,42
151,181,9231,66
151,188,8548,138
151,195,7161,177
151,202,4993,36
151,209,11385,192
151,215,23,591
151,216,893,195
151,222,48,555
151,223,867,174
151,229,19,333
151,230,807,111
151,236,33,963
151,237,941,318
151,429,1,62424
151,436,1,62424
151,466,1,14976
151,471,1,62424
151,570,1,29376
151,599,1,14688
151,605,1,29376
151,612,1,29376
151,648,1,14688
151,655,1,14688
151,662,1,14688
151,668,1,29376
151,732,1,14688
151,739,1,14688
151,746,1,14688
151,753,1,14688
151,773,1,88134
151,780,1,88134
151,931,1,14058
151,938,1,910740
151,959,5098,6
151,960,4982,6
151,961,4994,6
151,962,5181,6
151,963,5542,6
151,964,5200,6
151,965,5192,6
151,966,5181,6
151,967,5207,6
151,968,5087,6
151,969,5152,6
151,970,5352,6
151,971,5739,6
151,972,5484,6
151,973,5260,6
151,974,5136,6
151,975,5052,6
151,976,4995,6
151,977,5279,6
151,978,5455,6
151,979,5776,6
151,980,5374,6
151,981,5454,6
151,982,5188,6
151,983,1412,6
151,984,1475,6
151,985,1447,6
151,986,1546,6
151,987,1696,6
151,988,1638,6
151,989,1514,6
151,990,1431,6
152,2,8,5001
152,3,75,2409
152,4,106,1164
152,5,75,594
152,6,13867,174
152,10,67,2301
152,11,111,1101
152,12,54,540
152,13,13894,195
152,17,88,2361
152,18,110,1209
152,19,130,591
152,20,13689,198
152,23,1,4986
152,24,72,2319
152,25,125,1182
152,26,61,597
152,27,14045,189
152,30,12,5058
152,31,95,2319
152,32,83,1176
152,33,73,594
152,34,14112,183
152,40,20,9054
152,41,412,2952
152,46,1,16911
152,47,31,8430
152,48,430,2628
152,52,1,36099
152,54,23,9108
152,55,497,3015
152,61,37,10008
152,62,447,3297
152,68,21,8949
152,69,463,2901
152,71,2,488835
152,73,40,114630
152,74,154,57111
152,75,392,28410
152,78,3,495099
152,79,5,245184
152,80,41,115683
152,81,143,58089
152,82,395,28791
152,84,2,1002915
152,85,4,494751
152,86,6,243141
152,87,52,115734
152,88,172,58218
152,89,405,29091
152,94,6,153372
152,95,21,76350
152,96,273,37611
152,97,9903,12363
152,101,4,154152
152,102,28,76026
152,103,211,37851
152,104,10018,12321
152,108,10,184167
152,109,31,91719
152,110,506,45783
152,118,70751,6
152,124,7175,18
152,125,206315,6
152,132,74124,6
152,139,8546,48
152,146,21143,36
152,153,25061,48
152,160,4668,21
152,167,22083,72
152,174,2520,42
152,181,9231,66
152,188,8548,138
152,195,7161,177
152,202,4993,36
152,209,11385,192
152,215,23,591
152,216,893,195
152,222,48,555
152,223,867,174
152,229,19,333
152,230,807,111
152,236,33,963
152,237,941,318
152,429,1,62424
152,436,1,62424
152,466,1,14976
152,471,1,62424
152,570,1,29376
152,599,1,14688
152,605,1,29376
152,612,1,29376
152,648,1,14688
152,655,1,14688
152,662,1,14688
152,668,1,29376
152,732,1,14688
152,739,1,14688
152,746,1,14688
152,753,1,14688
152,773,1,88134
152,780,1,88134
152,931,1,14058
152,938,1,910740
152,959,5098,6
152,960,4982,6
152,961,4994,6
152,962,5181,6
152,963,5542,6
152,964,5200,6
152,965,5192,6
152,966,5181,6
152,967,5207,6
152,968,5087,6
152,969,5152,6
152,970,5352,6
152,971,5739,6
152,972,5484,6
152,973,5260,6
152,974,5136,6
152,975,5052,6
152,976,4995,6
152,977,5279,6
152,978,5455,6
152,979,5776,6
152,980,5374,6
152,981,5454,6
152,982,5188,6
152,983,1412,6
152,984,1475,6
152,985,1447,6
152,986,1546,6
152,987,1696,6
152,988,1638,6
152,989,1514,6
152,990,1431,6
153,2,8,5001
153,3,75,2409
153,4,106,1164
153,5,75,594
153,6,13867,174
153,10,67,2301
153,11,111,1101
153,12,54,540
153,13,13894,195
153,17,88,2361
153,18,110,1209
153,19,130,591
153,20,13689,198
153,23,1,4986
153,24,72,2319
153,25,125,1182
153,26,61,597
153,27,14045,189
153,30,12,5058
153,31,95,2319
153,32,83,1176
153,33,73,594
153,34,14112,183
153,40,20,9054
153,41,412,2952
153,46,1,16911
153,47,31,8430
153,48,430,2628
153,52,1,36099
153,54,23,9108
153,55,497,3015
153,61,37,10008
153,62,447,3297
153,68,21,8949
153,69,463,2901
153,71,2,488835
153,73,40,114630
153,74,154,57111
153,75,392,28410
153,78,3,495099
153,79,5,245184
153,80,41,115683
153,81,143,58089
153,82,395,28791
153,84,2,1002915
153,85,4,494751
153,86,6,243141
153,87,52,115734
153,88,172,58218
153,89,405,29091
153,94,6,153372
153,95,21,76350
153,96,273,37611
153,97,9903,12363
153,101,4,154152
153,102,28,76026
153,103,211,37851
153,104,10018,12321
153,108,10,184167
153,109,31,91719
153,110,506,45783
153,118,70751,6
153,124,7175,18
153,125,206315,6
153,132,74124,6
153,139,8546,48
153,146,21143,36
153,153,25061,48
153,160,4668,21
153,167,22083,72
153,174,2520,42
153,181,9231,66
153,188,8548,138
153,195,7161,177
153,202,4993,36
153,209,11385,192
153,215,23,591
153,216,893,195
153,222,48,555
153,223,867,174
153,229,19,333
153,230,807,111
153,236,33,963
153,237,941,318
153,429,1,62424
153,436,1,62424
153,466,1,14976
153,471,1,62424
153,570,1,29376
153,599,1,14688
153,605,1,29376
153,612,1,29376
153,648,1,14688
153,655,1,14688
153,662,1,14688
153,668,1,29376
153,732,1,14688
153,739,1,14688
153,746,1,14688
153,753,1,14688
153,773,1,88134
153,780,1,88134
153,931,1,14058
153,938,1,910740
153,959,5098,6
153,960,4982,6
153,961,4994,6
153,962,5181,6
153,963,5542,6
153,964,5200,6
153,965,5192,6
153,966,5181,6
153,967,5207,6
153,968,5087,6
153,969,5152,6
153,970,5352,6
153,971,5739,6
153,972,5484,6
153,973,5260,6
153,974,5136,6
153,975,5052,6
153,976,4995,6
153,977,5279,6
153,978,5455,6
153,979,5776,6
153,980,5374,6
153,981,5454,6
153,982,5188,6
153,983,1412,6
153,984,1475,6
153,985,1447,6
153,986,1546,6
153,987,1696,6
153,988,1638,6
153,989,1514,6
153,990,1431,6
154,2,8,5001
154,3,75,2409
154,4,106,1164
154,5,75,594
154,6,13867,174
154,10,67,2301
154,11,111,1101
154,12,54,540
154,13,13894,195
154,17,88,2361
154,18,110,1209
154,19,130,591
154,20,13689,198
154,23,1,4986
154,24,72,2319
154,25,125,1182
154,26,61,597
154,27,14045,189
154,30,12,5058
154,31,95,2319
154,32,83,1176
154,33,73,594
154,34,14112,183
154,40,20,9054
154,41,412,2952
154,46,1,16911
154,47,31,8430
154,48,430,2628
154,52,1,36099
154,54,23,9108
154,55,497,3015
154,61,37,10008
154,62,447,3297
154,68,21,8949
154,69,463,2901
154,71,2,488835
154,73,40,114630
154,74,154,57111
154,75,392,28410
154,78,3,495099
154,79,5,245184
154,80,41,115683
154,81,143,58089
154,82,395,28791
154,84,2,1002915
154,85,4,494751
154,86,6,243141
154,87,52,115734
154,88,172,58218
154,89,405,29091
154,94,6,153372
154,95,21,76350
154,96,273,37611
154,97,9903,12363
154,101,4,154152
154,102,28,76026
154,103,211,37851
154,104,10018,12321
154,108,10,184167
154,109,31,91719
154,110,506,45783
154,118,70751,6
154,124,7175,18
154,125,206315,6
154,132,74124,6
154,139,8546,48
154,146,21143,36
154,153,25061,48
154,160,4668,21
154,167,22083,72
154,174,2520,42
154,181,9231,66
154,188,8548,138
154,195,7161,177
154,202,4993,36
154,209,11385,192
154,215,23,591
154,216,893,195
154,222,48,555
154,223,867,174
154,229,19,333
154,230,807,111
154,236,33,963
154,237,941,318
154,429,1,62424
154,436,1,62424
154,466,1,14976
154,471,1,62424
154,570,1,29376
154,599,1,14688
154,605,1,29376
154,612,1,29376
154,648,1,14688
154,655,1,14688
154,662,1,14688
154,668,1,29376
154,732,1,14688
154,739,1,14688
154,746,1,14688
154,753,1,14688
154,773,1,88134
154,780,1,88134
154,931,1,14058
154,938,1,910740
154,959,5098,6
154,960,4982,6
154,961,4994,6
154,962,5181,6
154,963,5542,6
154,964,5200,6
154,965,5192,6
154,966,5181,6
154,967,5207,6
154,968,5087,6
154,969,5152,6
154,970,5352,6
154,971,5739,6
154,972,5484,6
154,973,5260,6
154,974,5136,6
154,975,5052,6
154,976,4995,6
154,977,5279,6
154,978,5455,6
154,979,5776,6
154,980,5374,6
154,981,5454,6
154,982,5188,6
154,983,1412,6
154,984,1475,6
154,985,1447,6
154,986,1546,6
154,987,1696,6
154,988,1638,6
154,989,1514,6
154,990,1431,6
155,2,8,5001
155,3,75,2409
155,4,106,1164
155,5,75,594
155,6,13867,174
155,10,67,2301
155,11,111,1101
155,12,54,540
155,13,13894,195
155,17,88,2361
155,18,110,1209
155,19,130,591
155,20,13689,198
155,23,1,4986
155,24,72,2319
155,25,125,1182
155,26,61,597
155,27,14045,189
155,30,12,5058
155,31,95,2319
155,32,83,1176
155,33,73,594
155,34,14112,183
155,40,20,9054
155,41,412,2952
155,46,1,16911
155,47,31,8430
155,48,430,2628
155,52,1,36099
155,54,23,9108
155,55,497,3015
155,61,37,10008
155,62,447,3297
155,68,21,8949
155,69,463,2901
155,71,2,488835
155,73,40,114630
155,74,154,57111
155,75,392,28410
155,78,3,495099
155,79,5,245184
155,80,41,115683
155,81,143,58089
155,82,395,28791
155,84,2,1002915
155,85,4,494751
155,86,6,243141
155,87,52,115734
155,88,172,58218
155,89,405,29091
155,94,6,153372
155,95,21,76350
155,96,273,37611
155,97,9903,12363
155,101,4,154152
155,102,28,76026
155,103,211,37851
155,104,10018,12321
155,108,10,184167
155,109,31,91719
155,110,506,45783
155,118,70751,6
155,124,7175,18
155,125,206315,6
155,132,74124,6
155,139,8546,48
155,146,21143,36
155,153,25061,48
155,160,4668,21
155,167,22083,72
155,174,2520,42
155,181,9231,66
155,188,8548,138
155,195,7161,177
155,202,4993,36
155,209,11385,192
155,215,23,591
155,216,893,195
155,222,48,555
155,223,867,174
155,229,19,333
155,230,807,111
155,236,33,963
155,237,941,318
155,429,1,62424
155,436,1,62424
155,466,1,14976
155,471,1,62424
155,570,1,29376
155,599,1,14688
155,605,1,29376
155,612,1,29376
155,648,1,14688
155,655,1,14688
155,662,1,14688
155,668,1,29376
155,732,1,14688
155,739,1,14688
155,746,1,14688
155,753,1,14688
155,773,1,88134
155,780,1,88134
155,931,1,14058
155,938,1,910740
155,959,5098,6
155,960,4982,6
155,961,4994,6
155,962,5181,6
155,963,5542,6
155,964,5200,6
155,965,5192,6
155,966,5181,6
155,967,5207,6
155,968,5087,6
155,969,5152,6
155,970,5352,6
155,971,5739,6
155,972,5484,6
155,973,5260,6
155,974,5136,6
155,975,5052,6
155,976,4995,6
155,977,5279,6
155,978,5455,6
155,979,5776,6
155,980,5374,6
155,981,5454,6
155,982,5188,6
155,983,1412,6
155,984,1475,6
155,985,1447,6
155,986,1546,6
155,987,1696,6
155,988,1638,6
155,989,1514,6
155,990,1431,6
156,2,8,5001
156,3,75,2409
156,4,106,1164
156,5,75,594
156,6,13867,174
156,10,67,2301
156,11,111,1101
156,12,54,540
156,13,13894,195
156,17,88,2361
156,18,110,1209
156,19,130,591
156,20,13689,198
156,23,1,4986
156,24,72,2319
156,25,125,1182
156,26,61,597
156,27,14045,189
156,30,12,5058
156,31,95,2319
156,32,83,1176
156,33,73,594
156,34,14112,183
156,40,20,9054
156,41,412,2952
156,46,1,16911
156,47,31,8430
156,48,430,2628
156,52,1,36099
156,54,23,9108
156,55,497,3015
156,61,37,10008
156,62,447,3297
156,68,21,8949
156,69,463,2901
156,71,2,488835
156,73,40,114630
156,74,154,57111
156,75,392,28410
156,78,3,495099
156,79,5,245184
156,80,41,115683
156,81,143,58089
156,82,395,28791
156,84,2,1002915
156,85,4,494751
156,86,6,243141
156,87,52,115734
156,88,172,58218
156,89,405,29091
156,94,6,153372
156,95,21,76350
156,96,273,37611
156,97,9903,12363
156,101,4,154152
156,102,28,76026
156,103,211,37851
156,104,10018,12321
156,108,10,184167
156,109,31,91719
156,110,506,45783
156,118,70751,6
156,124,7175,18
156,125,206315,6
156,132,74124,6
156,139,8546,48
156,146,21143,36
156,153,25061,48
156,160,4668,21
156,167,22083,72
156,174,2520,42
156,181,9231,66
156,188,8548,138
156,195,7161,177
156,202,4993,36
156,209,11385,192
156,215,23,591
156,216,893,195
156,222,48,555
156,223,867,174
156,229,19,333
156,230,807,111
156,236,33,963
156,237,941,318
156,429,1,62424
156,436,1,62424
156,466,1,14976
156,471,1,62424
156,570,1,29376
156,599,1,14688
156,605,1,29376
156,612,1,29376
156,648,1,14688
156,655,1,14688
156,662,1,14688
156,668,1,29376
156,732,1,14688
156,739,1,14688
156,746,1,14688
156,753,1,14688
156,773,1,88134
156,780,1,88134
156,931,1,14058
156,938,1,910740
156,959,5098,6
156,960,4982,6
156,961,4994,6
156,962,5181,6
156,963,5542,6
156,964,5200,6
156,965,5192,6
156,966,5181,6
156,967,5207,6
156,968,5087,6
156,969,5152,6
156,970,5352,6
156,971,5739,6
156,972,5484,6
156,973,5260,6
156,974,5136,6
156,975,5052,6
156,976,4995,6
156,977,5279,6
156,978,5455,6
156,979,5776,6
156,980,5374,6
156,981,5454,6
156,982,5188,6
156,983,1412,6
156,984,1475,6
156,985,1447,6
156,986,1546,6
156,987,1696,6
156,988,1638,6
156,989,1514,6
156,990,1431,6
157,2,8,5001
157,3,75,2409
157,4,106,1164
157,5,75,594
157,6,13867,174
157,10,67,2301
157,11,111,1101
157,12,54,540
157,13,13894,195
157,17,88,2361
157,18,110,1209
157,19,130,591
157,20,13689,198
157,23,1,4986
157,24,72,2319
157,25,125,1182
157,26,61,597
157,27,14045,189
157,30,12,5058
157,31,95,2319
157,32,83,1176
157,33,73,594
157,34,14112,183
157,40,20,9054
157,41,412,2952
157,46,1,16911
157,47,31,8430
157,48,430,2628
157,52,1,36099
157,54,23,9108
157,55,497,3015
157,61,37,10008
157,62,447,3297
157,68,21,8949
157,69,463,2901
157,71,2,488835
157,73,40,114630
157,74,154,57111
157,75,392,28410
157,78,3,495099
157,79,5,245184
157,80,41,115683
157,81,143,58089
157,82,395,28791
157,84,2,1002915
157,85,4,494751
157,86,6,243141
157,87,52,115734
157,88,172,58218
157,89,405,29091
157,94,6,153372
157,95,21,76350
157,96,273,37611
157,97,9903,12363
157,101,4,154152
157,102,28,76026
157,103,211,37851
157,104,10018,12321
157,108,10,184167
157,109,31,91719
157,110,506,45783
157,118,70751,6
157,124,7175,18
157,125,206315,6
157,132,74124,6
157,139,8546,48
157,146,21143,36
157,153,25061,48
157,160,4668,21
157,167,22083,72
157,174,2520,42
157,181,9231,66
157,188,8548,138
157,195,7161,177
157,202,4993,36
157,209,11385,192
157,215,23,591
157,216,893,195
157,222,48,555
157,223,867,174
157,229,19,333
157,230,807,111
157,236,33,963
157,237,941,318
157,429,1,62424
157,436,1,62424
157,466,1,14976
157,471,1,62424
157,570,1,29376
157,599,1,14688
157,605,1,29376
157,612,1,29376
157,648,1,14688
157,655,1,14688
157,662,1,14688
157,668,1,29376
157,732,1,14688
157,739,1,14688
157,746,1,14688
157,753,1,14688
157,773,1,88134
157,780,1,88134
157,931,1,14058
