texture_id,texture,payload_key,width,height,mip_count,dxgi_format,payload_bytes,payload_valid,material_reference_count,base_color_materials,normal_materials,roughness_materials,metallic_materials,opacity_materials,emissive_materials
103,Terrain_Normal_1_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_1_1.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
104,Terrain_BaseColor_2_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_2_1.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
105,Terrain_Normal_2_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_2_1.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
106,Terrain_BaseColor_3_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_3_1.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
107,Terrain_Normal_3_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_3_1.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
108,Terrain_BaseColor_4_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_4_1.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
109,Terrain_Normal_4_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_4_1.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
110,Terrain_BaseColor_5_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_5_1.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
111,Terrain_Normal_5_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_5_1.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
112,Terrain_BaseColor_6_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_6_1.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
113,Terrain_Normal_6_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_6_1.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
114,Terrain_BaseColor_7_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_7_1.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
115,Terrain_Normal_7_1.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_7_1.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
116,Terrain_BaseColor_7_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_7_0.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
117,Terrain_Normal_7_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_7_0.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
118,Terrain_BaseColor_6_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_6_0.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
119,Terrain_Normal_6_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_6_0.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
120,Terrain_BaseColor_5_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_5_0.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
121,Terrain_Normal_5_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_5_0.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
122,Terrain_BaseColor_4_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_4_0.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
123,Terrain_Normal_4_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_4_0.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
124,Terrain_BaseColor_3_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_3_0.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
125,Terrain_Normal_3_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_3_0.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
126,Terrain_BaseColor_2_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_2_0.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
127,Terrain_Normal_2_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_2_0.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
128,Terrain_BaseColor_1_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_1_0.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
129,Terrain_Normal_1_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_1_0.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
130,Terrain_BaseColor_0_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_0_0.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
131,Terrain_Normal_0_0.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_0_0.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
132,Terrain_BaseColor_7_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_7_7.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
133,Terrain_Normal_7_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_7_7.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
134,Terrain_BaseColor_6_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_6_7.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
135,Terrain_Normal_6_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_6_7.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
136,Terrain_BaseColor_5_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_5_7.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
137,Terrain_Normal_5_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_5_7.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
138,Terrain_BaseColor_4_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_4_7.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
139,Terrain_Normal_4_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_4_7.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
140,Terrain_BaseColor_3_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_3_7.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
141,Terrain_Normal_3_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_3_7.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
142,Terrain_BaseColor_2_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_2_7.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
143,Terrain_Normal_2_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_2_7.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
144,Terrain_BaseColor_1_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_1_7.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
145,Terrain_Normal_1_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_1_7.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
146,Terrain_BaseColor_0_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_0_7.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
147,Terrain_Normal_0_7.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_0_7.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
148,Terrain_BaseColor_0_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_0_6.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
149,Terrain_Normal_0_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_0_6.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
150,Terrain_BaseColor_1_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_1_6.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
151,Terrain_Normal_1_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_1_6.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
152,Terrain_BaseColor_2_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_2_6.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
153,Terrain_Normal_2_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_2_6.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
154,Terrain_BaseColor_3_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_3_6.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
155,Terrain_Normal_3_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_3_6.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
156,Terrain_BaseColor_4_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_4_6.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
157,Terrain_Normal_4_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_4_6.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
158,Terrain_BaseColor_5_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_5_6.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
159,Terrain_Normal_5_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_5_6.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
160,Terrain_BaseColor_6_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_6_6.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
161,Terrain_Normal_6_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_6_6.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
162,Terrain_BaseColor_7_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_7_6.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
163,Terrain_Normal_7_6.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_7_6.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
164,Terrain_BaseColor_7_5.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_7_5.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
165,Terrain_Normal_7_5.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_7_5.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
166,Terrain_BaseColor_6_5.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_6_5.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
167,Terrain_Normal_6_5.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_6_5.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
168,Terrain_BaseColor_5_5.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_5_5.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
169,Terrain_Normal_5_5.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_5_5.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
170,Terrain_BaseColor_4_5.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_4_5.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
171,Terrain_Normal_4_5.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_4_5.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
172,Terrain_BaseColor_3_5.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_basecolor_3_5.jpg,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
173,Terrain_Normal_3_5.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/terrain/terrain_normal_3_5.jpg,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
174,River_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/river/river_basecolor.png,1024,1024,11,BC1_UNORM,699064,True,1,1,0,0,0,0,0
175,Pyramid_TableStand_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_tablestand_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
176,Pyramid_TableStand_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_tablestand_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
177,Pyramid_TableStand_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_tablestand_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
178,Pyramid_TableTop_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_tabletop_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
179,Pyramid_TableTop_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_tabletop_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
180,Pyramid_TableTop_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_tabletop_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
181,Pyramid_Ceiling_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_ceiling_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
182,Pyramid_Ceiling_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_ceiling_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
183,Pyramid_Ceiling_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_ceiling_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
184,Pyramid_StairsStraight_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairsstraight_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
185,Pyramid_StairsStraight_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairsstraight_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
186,Pyramid_StairsStraight_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairsstraight_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
187,Pyramid_StairsCorner_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairscorner_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
188,Pyramid_StairsCorner_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairscorner_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
189,Pyramid_StairsCorner_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairscorner_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
190,Pyramid_WallTopL_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_walltopl_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
191,Pyramid_WallTopL_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_walltopl_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
192,Pyramid_WallTopL_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_walltopl_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
193,Pyramid_WallTopR_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_walltopr_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
194,Pyramid_WallTopR_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_walltopr_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
195,Pyramid_WallTopR_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_walltopr_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
196,Pyramid_Corner_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_corner_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
197,Pyramid_Corner_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_corner_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
198,Pyramid_Corner_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_corner_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
199,Pyramid_Column_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_column_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
200,Pyramid_Column_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_column_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
201,Pyramid_Column_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_column_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
202,Pyramid_StairRail_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairrail_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
203,Pyramid_StairRail_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairrail_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
204,Pyramid_StairRail_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairrail_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
205,Pyramid_StairsBottom_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairsbottom_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
206,Pyramid_StairsBottom_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairsbottom_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
207,Pyramid_StairsBottom_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairsbottom_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
208,Pyramid_StairsTop_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairstop_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
